10000000 100000
3733240 8284359 10146
1757666 6651409 49602
2828525 5051992 91366
1066808 4864080 81679
5877410 8488878 98450
4383491 7783445 4572
2008875 4534605 14893
4176302 4338259 68878
8993710 9244554 99815
989559 6147389 33076
3732584 9273917 82667
1031583 9459082 34075
7725037 8599926 78951
516403 5980357 45758
798083 4469234 39519
2212885 4769031 23010
1617457 1819987 31884
6158245 7348702 8185
5402798 9317580 18246
4066538 8717396 24156
966824 7799122 14424
6949491 7258203 62358
2099918 4983239 62284
78869 5499642 42640
1640980 8814076 28226
3543312 9080499 97256
903509 5160768 33594
5025821 7251745 91838
4343400 7776282 10988
5577147 9810880 77525
2835036 6543970 76646
165813 6009812 51201
8109729 8528171 50791
704950 5490455 66784
949448 2345929 80859
877674 1426427 24170
4846288 8091282 1289
4614384 7124876 27109
4833066 4907018 86861
4717897 7944054 64007
69285 5121580 24329
2614578 2751449 34140
1279619 9882131 43869
2132923 9286426 65170
235873 2399707 11098
3629898 3996919 53876
4237531 9137441 16515
1362406 9438731 30899
7282192 8711823 54268
1985405 6655877 88516
4293808 9749413 57800
6573742 9424737 9248
9306868 9407882 5219
2868103 3956142 91644
6355848 7033273 27516
2869118 6060723 73765
2006559 6514600 11295
3961641 6847467 90052
3760184 9278366 1874
1648986 5745589 74102
5495001 8737503 84261
4585094 8411655 25350
837256 6509327 32217
1893782 4542475 4710
7534119 8927054 60557
3277987 4987777 46027
4018728 5168104 52585
866194 8779399 30577
2660912 6269451 90760
4309897 4987677 36348
2878132 3047399 47700
3975406 5062393 49145
1704095 4812661 58472
5136312 9355135 52253
5041022 6889253 95658
2683591 3817932 99786
7851694 7980311 18513
1632896 9147444 1059
4279825 7933246 61970
2920922 8170585 88218
7806934 8315405 51969
5894150 7970986 27374
2720132 7598244 40034
5250908 6494956 95168
2808281 9647209 772
6626212 6759219 84362
4606522 8859006 52407
4977519 8755769 99850
3035593 4478578 33095
3722530 9156900 70368
4045815 8145119 85773
2016800 2697088 79922
3740814 4736931 94517
3748238 7080848 45424
3395446 9776016 53705
1876788 2671017 79916
1530022 9177502 2790
6846261 9023892 74910
1146111 6018822 26855
5175721 5895558 49384
5837191 6082278 95198
1050630 2068051 28349
4791443 6464325 81632
1872290 8458843 29869
4164657 5704267 41667
5757972 8557796 12683
4954241 7735297 42704
1273383 7097909 66595
8244019 8864645 1768
6655928 9491500 77489
2738206 6357236 31031
7268786 7322608 81661
197136 3786933 89455
2895120 4762127 61745
2982745 6824989 26401
1257069 6666656 549
1695691 8727661 35845
1043 5738395 50106
1321343 1382039 94124
2923111 3389891 66404
2216952 9747126 4609
7347984 9532264 43568
6045997 9729399 46852
5140870 9535452 8978
1965858 7413549 91723
1148866 9456303 65143
56852 2844556 92803
909049 1099303 10197
2420645 8859155 92235
5053280 7860107 82125
77059 2936036 45603
3556997 9941394 77866
1500565 5987390 23616
5522841 5747418 64485
4756396 5452742 46694
4909044 9264471 95559
4965895 5029614 40115
2038769 5874943 55769
4734098 9048966 76413
2303729 7441202 52871
1739679 5239764 29929
1313112 5785282 71322
2813676 9363148 75063
1077445 7703116 14256
8350193 8667601 66997
4114296 7614663 76040
3226207 5160629 58286
5182674 7199397 33228
6248363 8238443 83677
6205916 6231208 87405
2084080 7945594 43520
3730876 8014009 56631
5610375 6401684 86659
3293099 3313491 64103
4497443 5707355 14295
1128090 6090704 45310
4354297 8866744 22290
1641382 9536970 21686
290963 291765 86400
3674640 6522972 92315
1878398 8607051 37909
5321918 9137412 85136
2594902 8055447 95510
1348545 5197913 25352
6362016 7055900 22795
3146603 8392664 67236
4529699 8037974 37884
6171080 7876616 74854
2398302 6462042 82970
2653034 8201055 5941
4531431 7693370 29344
2369700 7647631 66755
1332767 7480953 22201
2678865 3144630 70745
1557233 8269982 42996
409129 2466248 5951
3020573 6192718 35649
897188 6330602 23080
5811841 8521808 1474
1004778 4012895 70859
10720 1706265 2289
140064 1870247 88340
1923171 5719366 69293
8863995 9245372 64509
432469 9650328 38093
1191818 2575809 4340
5097769 8768526 41264
5099127 6049770 38451
3620935 5689202 50292
1790676 7142064 79538
5577887 7152783 2154
1380176 9809198 72401
1732368 2068517 91766
2754162 3494091 72112
6118671 6442912 38791
6073117 7634729 14599
2732497 5977457 99476
1298618 3935074 14955
273525 6987819 52241
1294847 4940169 94304
3619708 6872733 63439
769261 6521862 72636
1294263 2837777 21356
4302381 8108290 15446
6743312 8690845 74709
2729637 2816428 9437
1310237 1860588 58285
2276417 5245310 56902
5518834 7791372 61073
2975355 9443613 55919
6595062 8237917 45003
5633275 6701356 14263
7490345 9443890 68391
11701 3746270 76680
4953467 8543499 19992
199455 3518209 36419
2060042 8643998 63007
4336458 6502284 8316
2127829 5659186 43502
4087793 4320259 18856
2325710 6792530 30269
1543417 6137534 63543
6251797 9033761 7432
1561813 1720189 70054
2621664 7813221 23520
649565 8656224 39326
6302337 7300221 99367
3265344 3802504 52177
1978042 5473661 96357
5717163 8814652 84150
1452371 8123534 26211
3782640 6777419 69627
1746183 3029215 19740
1669968 7265755 97904
5340022 7595328 19567
6479894 8244892 92142
4547228 7819220 92363
3734939 7812572 11218
5802584 6503468 5611
1399826 4036098 36615
383976 5488468 76500
6726539 9271107 53918
1017289 2096166 83132
1532258 5203608 65239
3059981 5046515 76918
1182434 2056226 21809
2391797 5974577 85389
6126736 8066940 14312
2630203 8994510 16895
4030028 4416474 52992
6930355 8653089 41459
3529589 3656893 12565
7699859 8269411 46205
2318020 4899343 66165
7364534 9364582 26145
3941500 8546968 82371
7037896 9279662 74167
7621187 9165051 17254
1895715 6615696 47457
3548521 7912610 93836
481954 4717961 40543
8247549 8539765 13787
5868682 8463759 99549
3363102 4214887 17569
2727683 2797404 98454
1923550 9185535 61773
981548 5622273 99668
2662950 9196440 20854
1413695 4558664 52902
4987625 8777504 1422
2687692 5469578 19383
4009342 6044587 83283
3058375 9878023 47042
857924 6609261 10143
3491845 9406665 54177
3490300 3846566 56063
7068425 9468838 53962
1181629 5168094 16911
3405300 5111675 75574
774554 6405530 79550
9093222 9175977 49127
4811712 7654160 74820
712534 1211347 69194
3558389 4086810 78455
95006 1784884 1471
5255414 6101657 64388
427829 3170082 33225
854527 6581792 31205
4259826 5398703 42880
1290630 7550732 48409
4686532 6726708 57982
1035660 4054771 12142
5266117 6426832 41027
1340858 1696027 27836
5642093 6090834 39194
897506 9892305 40850
56693 3841687 27283
423478 2206270 81809
5537475 8338532 57987
6496707 9629161 8718
1345117 4315693 51777
7803099 7867704 6547
4431593 6810887 89015
1772621 8506913 29872
4597746 5716809 88317
7006402 9756003 2174
2413206 9579446 43860
4302067 8240489 67337
7438651 9839542 5869
3412990 8852600 51381
197716 6938060 83425
517167 9706189 67480
4948759 6529088 78367
8618103 9237731 85279
4564328 4954540 99377
6152645 7226894 22130
1154819 9640099 17928
396940 9998680 19994
351942 1782369 75887
3764931 9388238 28487
1655972 3219342 42554
2925530 8239397 59720
5206878 9454617 24831
1501597 8072719 62561
5153398 6303228 17100
1306042 8218957 43994
4977213 7141088 444
7492244 8159016 97383
3479010 9274612 49324
1154898 1179202 30606
199737 2835173 49947
3590921 9442291 75476
1314150 9202012 30092
2815746 8943195 19163
1635326 5405756 72560
9339209 9854282 94954
499555 6995369 72166
1299999 7670736 64409
3666098 5013735 55372
7337347 9079411 34573
7537083 9426370 69745
476317 6979373 77018
6968146 8697736 91167
2914590 7640930 23265
3046686 9450105 58590
4902246 8622666 29223
4133972 5401800 24592
4622490 9218150 11679
2603251 6748236 77776
8343999 9858623 15122
7770368 8293197 52204
763036 2079294 31577
247533 9456312 45664
663832 3162123 86594
2612227 7203449 49631
3751244 5378391 51876
401567 3407614 70027
948558 5024056 88176
6160238 7627306 36412
5038014 7485929 96762
3769489 8295477 67129
374770 7521693 46516
769622 2347434 94049
5231639 5527617 72523
4818233 5247417 1101
625807 9967864 52345
2536092 6549772 70263
506119 7498330 94319
210647 6174919 37976
3729284 6663411 40256
1460173 7498772 35732
4027302 7536817 10502
822790 2390171 74287
6054428 8484220 1903
256743 3389012 65671
5873227 7157844 91477
326541 8409318 57600
1431788 3896805 55929
1642435 5007476 47199
6261804 8305845 76483
5002061 9766018 91606
2037793 6309671 44774
1964647 8699841 67564
6755286 7184060 38343
7073541 9957154 27355
2639212 7114998 581
7441538 8830689 26251
3854694 4088290 58038
1378521 9360571 472
3324123 7640325 6317
1016958 2642385 88686
6208564 7196529 98356
1677528 3969691 14549
2553607 8432813 98608
5506354 7191950 55762
7735657 8145565 87111
4152591 9492606 45000
6097247 8978842 16046
7753232 7974169 94566
1298291 5653705 51242
2315248 4376374 93626
1040164 2865060 6507
179768 5009854 84034
6194317 7563460 33198
1909278 7271761 39551
5007418 7581392 85116
2884855 9160008 94073
655201 5629855 91319
4745901 8408432 65487
6578488 7756820 63778
3471213 8408062 95377
4218041 8852624 35540
7224548 9032392 45393
4424934 7743060 25204
58132 2168689 96965
1197684 9750080 20734
2634934 2999152 80741
781141 4293225 52293
1684544 8043393 77076
5800212 7050031 55564
4208274 6230161 26776
7725539 8426314 79400
2777431 8167213 28143
322825 2592146 71202
464381 5166629 56243
5361346 6364312 6322
1879815 7782080 57608
1879173 6173039 38748
373934 9147818 82140
4824895 9940317 98704
6170477 7080459 6977
5323587 6412367 49642
2419339 9189798 33206
2028974 8547482 41703
2493354 4935037 8331
371052 3491280 72643
669483 4313954 52457
2548656 7771562 41848
1696473 2010310 15781
6808803 9037719 56097
6118177 7407507 42926
3958116 4730836 71644
2996830 6377454 61441
4924936 9430036 90414
971739 2376324 120
5867603 7680070 71171
181556 3269065 40653
469470 737875 5660
4379723 4996131 18485
911856 1804933 56203
1728791 7384306 74380
2543584 6459626 48847
4115228 9456455 26300
1402842 4876670 67587
183436 2374580 43910
2571002 7983556 27864
5840066 8671079 25772
28085 6577940 95241
3474014 3933745 91371
2052230 6902222 12656
4286527 9208434 41446
4999166 6830110 17424
3461689 4748013 73878
3390665 8338358 93072
1038146 6958253 67651
1538053 5418515 38652
209132 9746380 95070
237216 6772152 89361
4267393 6687312 63375
8739542 9275116 65596
464327 6087772 68474
4629219 5463492 98583
2146643 2727856 76623
1636873 8634872 14981
2529945 5593124 69478
3527991 8313949 7530
5790722 6668953 16661
864023 2562873 70228
4153385 9346617 57540
1138084 3433112 13433
7225856 9615060 77759
83534 4371426 57602
6518068 9898469 1809
671292 3175092 36680
5717589 7306425 46156
2475903 4031537 74146
700489 9183434 64867
4080864 8616447 44091
750600 8286676 7059
4183711 7160568 45142
3798770 4774001 87349
3882303 5368112 58774
1425714 6297123 76841
2727523 9472214 64485
5180555 6778639 82073
3226711 9254541 29961
954326 7317209 30449
7198428 9570773 27664
7857448 9642519 78263
5018015 6465930 61973
2308367 4427425 77094
7676478 9614774 75748
9102191 9173549 72870
4346065 7766742 61436
7031227 9526619 40074
4529652 5269682 10966
2586890 6059613 65292
806415 9785318 36064
1944188 9634079 9863
8410118 9212343 44229
2837542 5490668 52595
4968667 5567763 45424
2043511 4142215 47614
1908957 7332734 10030
1456535 2094170 53000
6150596 8502539 22681
4562151 9461562 9571
5368565 6243206 11240
79270 7518996 55427
6805485 9247690 81896
4738357 8549714 35789
2822471 5118661 4456
7382334 9364085 63022
4715067 5228051 88330
6809236 7954433 44865
207434 5476183 47403
246467 4937744 25905
1180950 2872390 10822
3776571 5283630 29817
2155410 3098408 77506
4164473 9953658 15862
589448 1799486 54685
1163570 8710256 37018
3489630 8907973 52084
177961 9378757 77671
839178 9586190 53853
2349009 7486581 7948
3728838 5221398 5249
505028 5339660 81820
4469477 5176789 96579
5130446 5363335 61051
995550 8236245 60536
9450235 9462852 40458
2952482 7803605 48430
5646794 8355689 43538
749712 6485971 29728
6488903 8619917 78736
217740 3944217 16485
449467 5557400 21512
2543228 3247639 14652
422915 9144218 61450
1418464 9205269 97694
3385050 3582158 76898
1188654 9122616 45731
2060694 6087398 92524
2430936 5326757 78494
877016 3946673 67396
407241 1672104 1487
856707 7688590 75238
4104345 6726454 34818
941107 5764914 57732
2802557 4970183 92547
1068692 5416603 93948
9853 191307 82601
7555584 8795056 43294
748108 1225991 86402
2942954 4619359 33074
1626702 6291462 40314
528190 3980051 13373
19780 3222857 17717
2054598 4163963 82631
7028682 9482871 69165
3421229 4899473 54208
4909326 5715177 45514
1714130 4981261 56921
5729369 9773776 82911
1188674 3160178 18621
2815376 3009604 10083
3266271 5859917 6485
4379644 8396048 29341
450646 2113713 9655
5612696 9995679 92525
5933260 6598213 8350
4164788 8652421 34027
3414287 5878918 15287
6971208 8169045 61007
1329223 4270472 49681
6189093 6855178 81408
121448 6915528 57676
1622014 7017443 53723
1647508 2067707 20720
6677363 7260203 16399
3286240 6374768 49658
5027188 7310942 14445
957827 6244969 9714
2676609 7929034 78759
2199505 4837616 24333
703649 904950 79510
1901409 7820477 958
1958842 8959085 34752
4026549 6929161 82259
3220263 5349881 42462
3766280 9022854 33581
6333796 8115938 77120
5095116 9146736 34946
6056450 7771724 80332
3651561 5125692 79836
2575894 8345692 1137
247101 8355405 21614
1722537 6772715 80455
2207467 8651697 23355
4001578 9289727 59969
6148541 7767857 82823
8400147 9382122 32970
63234 159242 28085
4410541 8636035 99809
2287596 6590873 41852
3487061 7379841 87543
1288199 5735245 34643
5024311 6909813 73532
7006620 7231778 25228
3646328 6521504 26805
3506297 5186396 11014
4568517 4905472 27512
2638442 7244110 7097
1654650 5466528 43131
761874 8582689 47078
4248935 6824541 26919
3412084 5537133 78515
2763080 4963297 2826
1969916 3836612 50955
3561840 8132595 88810
1638892 9804998 75205
3816012 6544363 60073
1259876 9182805 4182
4649332 8766973 75184
3232020 7426456 37057
889887 2572912 85991
1733158 5984995 39475
8311673 8748074 2771
2430851 2584685 89039
6298158 8662877 21633
6686968 8467874 76876
2262173 4800237 21239
6060112 7438598 20395
7343436 9859133 86078
3934317 7286243 34449
1287726 8176129 7360
2890070 9909286 92354
737311 2545897 56780
4648669 5684513 41464
1982671 3754060 4340
992045 1185990 72213
5964515 9868922 88801
3403112 5290161 65264
3262244 4926908 8699
9212986 9712912 11294
3516990 9247435 87422
1854795 6407059 13060
2963501 8952955 66722
2820281 6117975 67586
2388386 7778098 66608
3380431 8882438 52598
971004 3249352 17112
376157 1055864 36575
5841422 5982771 98819
5195756 8650121 28082
1261415 4443190 45071
4565190 8814336 68481
294602 1777836 37788
4598117 9277676 55762
2376214 3945262 44148
3111871 3775003 40930
5980821 7262358 90281
4814285 7638515 46144
3479936 7050860 45266
4646408 5066031 41021
2794114 8424175 562
4039185 5505716 14897
4207667 5800317 9084
5077992 5845455 23552
1539605 6117569 16117
4651475 8778069 7472
3148647 4818999 69829
6625632 7962931 24695
5013791 9488128 20982
2596173 8333394 67390
4890767 5390286 7916
1945823 8407681 13631
8222578 8669841 30299
4848015 7031647 24642
3149215 6071567 64246
2187685 4443636 32073
1778986 4595157 80719
920970 6781338 60002
409097 6606034 90144
1258843 4943368 86316
7927110 8665961 76602
7073642 9335026 22424
7812571 8765009 8616
2660585 3995308 40262
8732152 9336302 5828
3436188 3700549 49463
547696 7748974 44801
2429693 7329033 65770
6451418 7589695 91218
279839 1394786 50060
8082508 9321895 32373
1173273 8759110 6014
3897886 9938281 18584
6449941 7706502 95521
1063116 5786242 44024
2003142 7568944 80211
1034760 9752115 44258
2181808 6279561 73290
2287854 2445331 24708
4052901 5084045 35845
3166552 6919314 57739
4442013 8451687 47363
856250 7057701 85644
1079103 5992637 51936
104510 2142218 38177
2948534 9711161 41319
745920 1745097 93433
1089355 9541832 91592
278998 4503514 95798
5920058 8556415 96194
2955903 5475728 62745
1829994 3927414 21109
1877358 3501466 77358
4379354 9494102 56460
2114964 3331290 15029
5063497 8069467 26189
7327138 9324946 88461
2930652 6336924 30292
3209649 7528516 33806
6040666 9129706 6572
4601960 9636860 82299
6431954 8915957 9712
825663 2637066 11177
7721368 9730776 21630
1052657 7903588 36593
1638475 8218617 16442
761159 1481965 57739
6565972 7818888 88390
5347403 9396264 98039
3904421 9246422 44096
169346 3541280 46056
2457237 4051645 94361
4377709 5094302 36375
7341430 8205238 57742
4043221 5245017 10398
1996166 3463634 65224
4224792 5012608 47188
790763 9870347 66075
2703378 7658738 29830
1173129 4466152 34250
3817225 4635497 75529
1063281 1203494 32765
5581202 9773994 43419
3786440 9310369 84848
6568111 7829660 29864
7394861 9825825 9849
7354785 9860086 50992
3807274 9741483 58106
5573350 9916572 77836
1089700 5203180 43987
1253782 7423277 95835
1002909 8329311 99328
378429 776903 96882
38200 87271 99673
4523048 9171734 45684
6566594 6769264 87860
2479114 6426679 42644
233953 7446458 479
3204565 8323654 17050
4182401 6043185 23102
2142740 7296966 46378
4738575 8142628 65638
1054256 8521056 42540
1075607 5467490 46163
3667163 5598654 34248
